Date_Time,Temperature (°C),Humidity (%),Rainfall (mm),CO2 Levels (ppm),RGB Values
2025-01-01 00:00:00,25.618101782710436,89.09736138321811,3.3156469906719375,474.1935677728902,"(80, 249, 105)"
2025-01-01 00:30:00,34.260714596148745,62.81702147368255,8.550302016199351,580.7811744745679,"(31, 73, 170)"
2025-01-01 01:00:00,30.979909127171076,80.17806354675379,2.0707580921085524,501.6752061882584,"(80, 68, 44)"
2025-01-01 01:30:00,28.979877262955547,73.31250657913714,0.7115828517343281,444.3833853657711,"(105, 136, 176)"
2025-01-01 02:00:00,22.34027960663655,86.04426763132517,0.690075926128163,542.9025108797669,"(160, 227, 99)"
2025-01-01 02:30:00,22.33991780504304,65.31449368342157,9.407845205031078,585.1598462863227,"(145, 8, 61)"
2025-01-01 03:00:00,20.871254182522993,80.77877856678494,5.069204379618347,306.6198446046873,"(184, 28, 124)"
2025-01-01 03:30:00,32.992642186624025,85.1434586894433,4.094120718170183,594.7563816768115,"(113, 205, 152)"
2025-01-01 04:00:00,29.01672517614813,88.3384265842207,8.108785810079183,325.8396417191041,"(142, 133, 119)"
2025-01-01 04:30:00,30.621088666940683,80.49744084868938,8.35825927910516,544.3160337806285,"(169, 156, 78)"
2025-01-01 05:00:00,20.308767414437035,74.91524292025282,3.321910331156046,384.1004257654238,"(92, 3, 81)"
2025-01-01 05:30:00,34.54864778242992,78.53541720603641,6.936180574737953,339.65389732616154,"(241, 184, 176)"
2025-01-01 06:00:00,32.48663961200633,86.06714953436155,7.711228158518866,431.9566919141505,"(171, 230, 207)"
2025-01-01 06:30:00,23.185086660174143,77.11829239916489,6.546506868659545,493.18697383428406,"(74, 13, 130)"
2025-01-01 07:00:00,22.727374508106507,60.911611790905106,1.5159507480009937,414.2855535070425,"(242, 113, 61)"
2025-01-01 07:30:00,22.751067647801506,87.92846086520933,8.75883083517057,316.36962248480967,"(105, 63, 101)"
2025-01-01 08:00:00,24.563633644393065,80.68580253094683,5.390945527360087,479.838341897615,"(172, 105, 209)"
2025-01-01 08:30:00,27.871346474483566,80.29540157331739,2.8247242637000367,570.7209828332025,"(185, 254, 19)"
2025-01-01 09:00:00,26.479175279631736,66.47025457193152,4.252281854376939,414.96460978417554,"(57, 111, 216)"
2025-01-01 09:30:00,24.368437102970628,79.76656410697971,0.3757109039890738,364.89983328924814,"(56, 229, 204)"
2025-01-01 10:00:00,29.17779342083569,71.81593216962476,1.2786680122241756,432.7732037798446,"(195, 118, 205)"
2025-01-01 10:30:00,22.092407909780626,79.53698931124477,7.655467505158608,314.50881331463427,"(96, 91, 51)"
2025-01-01 11:00:00,24.382169728028273,63.19779090923972,0.00011634755366141114,546.1462753440825,"(36, 7, 43)"
2025-01-01 11:30:00,25.495427649405375,79.73535913809108,4.165658284822921,547.902243285056,"(97, 235, 132)"
2025-01-01 12:00:00,26.84104976325554,89.98241177311999,5.225101810855884,476.40013902888853,"(117, 68, 158)"
2025-01-01 12:30:00,31.777639420895206,61.44636116581668,0.546344200009723,405.9308666815168,"(44, 136, 233)"
2025-01-01 13:00:00,22.995106732375397,89.31522552663952,9.730781629723328,539.935009333735,"(31, 32, 125)"
2025-01-01 13:30:00,27.713516576204174,72.20723882168612,2.261253312496719,466.4061074365102,"(66, 29, 113)"
2025-01-01 14:00:00,28.886218532930638,86.12260351011777,3.0419871963628085,547.7796925650049,"(203, 28, 130)"
2025-01-01 14:30:00,20.696756190799967,83.4715645217482,3.0394251225502735,489.4376377749062,"(217, 184, 252)"
2025-01-01 15:00:00,29.113172778521573,77.01048782960004,2.304166621173499,535.3216419638392,"(29, 136, 153)"
2025-01-01 15:30:00,22.557861855309373,82.1534762775398,0.01473822086311416,479.568897965328,"(129, 61, 2)"
2025-01-01 16:00:00,20.97577389477919,86.35546683904043,7.293447940879964,424.24232046469984,"(173, 67, 24)"
2025-01-01 16:30:00,34.2332830588,72.124209649531,9.668454997992853,587.3837579778412,"(178, 140, 230)"
2025-01-01 17:00:00,34.484480496118394,69.81099484689716,2.242934832850451,462.3341474636534,"(43, 162, 54)"
2025-01-01 17:30:00,32.125960221746915,80.02780156690754,6.630471918034225,481.52685556216153,"(214, 136, 129)"
2025-01-01 18:00:00,24.56920653760056,84.23537825823776,7.418963269587151,366.1462918244248,"(188, 245, 40)"
2025-01-01 18:30:00,21.46508171009576,82.86855404329847,8.484253790905248,487.69523682818294,"(171, 63, 30)"
2025-01-01 19:00:00,30.263495397682355,83.93440946575903,4.226291970136091,471.48229484488314,"(235, 46, 129)"
2025-01-01 19:30:00,26.60228740609402,73.06749944438799,3.0293090564042924,355.4515193841075,"(95, 209, 76)"
2025-01-01 20:00:00,21.83057352267168,84.53502648525065,3.252951340230311,317.87612920594313,"(109, 68, 57)"
2025-01-01 20:30:00,27.427653651669054,63.60627166111826,7.126213330985128,481.3077959144313,"(105, 43, 73)"
2025-01-01 21:00:00,20.515827816728276,76.33467293882549,8.16779466505636,529.1076808050962,"(255, 55, 170)"
2025-01-01 21:30:00,33.639806031181735,60.172759814943646,1.8161396775660266,457.02041127660243,"(126, 216, 161)"
2025-01-01 22:00:00,23.881699724000253,69.7375748970081,3.7094100815776523,368.0317875958937,"(228, 29, 70)"
2025-01-01 22:30:00,29.937834265309732,70.99384604614194,9.0194019674915,499.95659300791044,"(254, 197, 117)"
2025-01-01 23:00:00,24.675666141341164,71.88518074827766,8.066935196947393,324.03171798288065,"(54, 66, 140)"
2025-01-01 23:30:00,27.801020317667163,80.86401620069586,9.848584027624758,432.5501114405864,"(2, 25, 56)"
2025-01-02 00:00:00,28.200654190149194,71.65674303811038,7.542482596820808,349.01002751952603,"(125, 151, 52)"
2025-01-02 00:30:00,22.772816832882906,73.46080867867592,3.9319520102792227,355.33771531796503,"(197, 42, 187)"
2025-01-02 01:00:00,34.54376941646838,67.12632392622983,5.906378339946378,360.6881847474611,"(185, 48, 41)"
2025-01-02 01:30:00,31.626992350416717,71.19755374888021,6.610142542473203,416.01211711319337,"(203, 240, 227)"
2025-01-02 02:00:00,34.09248412346284,66.81808881789455,0.7845581631712395,315.34506168611927,"(193, 10, 102)"
2025-01-02 02:30:00,33.422410256414736,62.19587771305331,5.444969591038651,419.33803227872943,"(97, 217, 145)"
2025-01-02 03:00:00,28.968499682166275,78.10345780144134,7.093208284726096,453.5122341344103,"(84, 99, 103)"
2025-01-02 03:30:00,33.82811352534675,80.04638395665049,1.6732130400106038,444.9882854898975,"(179, 45, 43)"
2025-01-02 04:00:00,21.327387530778793,78.58471038028844,7.806317174255572,414.8352301209122,"(21, 180, 186)"
2025-01-02 04:30:00,22.93974293628718,73.90482131401717,5.8377278051411166,551.7439824212257,"(221, 113, 234)"
2025-01-02 05:00:00,20.67840933365807,71.3935734053769,9.522217856975946,343.59800772615125,"(254, 124, 123)"
2025-01-02 05:30:00,24.879954961448966,85.90000948715476,0.42422298206891695,451.7090231344122,"(29, 7, 97)"
2025-01-02 06:00:00,25.83015934534223,75.57245355408654,2.6532613755546697,318.6124250869663,"(56, 110, 72)"
2025-01-02 06:30:00,24.07023547660844,74.37545632889193,6.015538792998241,321.3467036633729,"(114, 19, 231)"
2025-01-02 07:00:00,32.43106263727894,60.76926197419307,2.9655991220593068,472.1597549031289,"(24, 18, 4)"
2025-01-02 07:30:00,25.351299900403838,70.23743482878469,7.144241640712422,469.8055274663463,"(74, 206, 127)"
2025-01-02 08:00:00,24.21401764531071,71.40586856357571,7.59005282521931,563.4100538533371,"(71, 210, 214)"
2025-01-02 08:30:00,28.14044124737373,71.96468342690702,1.0251596406647445,467.36210269802194,"(154, 39, 223)"
2025-01-02 09:00:00,22.113863374621438,77.40517107681997,5.138544642067677,587.9373061214551,"(25, 26, 189)"
2025-01-02 09:30:00,32.032954711310595,76.00807640180635,5.088905555910559,314.6084545199789,"(82, 127, 177)"
2025-01-02 10:00:00,21.118259655196564,78.23715278380334,3.6928077021554104,329.40230543422234,"(169, 156, 166)"
2025-01-02 10:30:00,34.803304049007764,82.94649784626385,9.32924862569672,313.2197584711144,"(187, 168, 32)"
2025-01-02 11:00:00,31.58367153944986,84.3895721614828,8.275063198732212,355.583055100062,"(210, 228, 210)"
2025-01-02 11:30:00,22.980735223012587,81.54369228679484,6.972093819096368,462.38103328250344,"(96, 110, 15)"
2025-01-02 12:00:00,20.082831756854034,88.66571087864804,7.143266357349976,493.6716544282284,"(22, 134, 25)"
2025-01-02 12:30:00,32.23192142682251,60.54697748029085,4.617161438131191,313.67554738460063,"(95, 11, 71)"
2025-01-02 13:00:00,30.602860157714257,65.87333957050639,9.209945210965758,583.7912669536797,"(132, 105, 219)"
2025-01-02 13:30:00,30.93510752061481,60.22688624934426,6.945954272532854,552.6496129951144,"(116, 196, 176)"
2025-01-02 14:00:00,31.569055200289185,79.4242414246381,7.289810616558165,388.98374464712793,"(25, 132, 21)"
2025-01-02 14:30:00,21.110669776011356,86.94091646849961,8.616909037873452,323.15625906794037,"(206, 12, 155)"
2025-01-02 15:00:00,25.37698592816409,67.30446889728898,2.74071589342191,350.9661219657172,"(160, 106, 22)"
2025-01-02 15:30:00,21.738035892876944,87.8110363438892,8.07070903866703,338.0833241264918,"(96, 234, 17)"
2025-01-02 16:00:00,32.946551388133905,61.80802170868682,1.9524060295649204,336.985133789684,"(241, 116, 29)"
2025-01-02 16:30:00,29.34947190241337,88.03308080416542,3.453419522448878,455.5685065997202,"(25, 143, 204)"
2025-01-02 17:00:00,24.963470372789736,70.54868061718904,3.356104542698427,373.75423274802006,"(38, 160, 153)"
2025-01-02 17:30:00,20.953375254290354,63.0426248534765,9.785254683891406,407.4419149587433,"(175, 192, 240)"
2025-01-02 18:00:00,24.664734825734932,74.57615277558978,8.565372237479268,596.8516000152968,"(165, 129, 112)"
2025-01-02 18:30:00,24.877749830401207,67.70329703161524,7.011698615902597,505.2942746776034,"(133, 45, 49)"
2025-01-02 19:00:00,30.944092675070962,68.54618705885768,7.270567616153901,584.6942001141003,"(165, 105, 215)"
2025-01-02 19:30:00,29.563362070328196,69.2186989477886,5.6207279440257105,342.76696650993466,"(145, 154, 168)"
2025-01-02 20:00:00,33.3081911386449,84.0907769349799,9.47090667108519,414.64184244977076,"(71, 219, 73)"
2025-01-02 20:30:00,27.08322387742924,76.17483830025763,4.962587528823615,466.41954098470626,"(16, 246, 189)"
2025-01-02 21:00:00,21.793913689074525,69.3392309746801,3.8051770986989455,323.0274185666214,"(156, 185, 69)"
2025-01-02 21:30:00,30.698671808344926,78.31001349932755,1.63035336931591,301.2562330883874,"(205, 149, 245)"
2025-01-02 22:00:00,31.411775729253463,81.4845202266958,7.86205652261058,501.13030013907525,"(5, 25, 166)"
2025-01-02 22:30:00,28.419157963542446,68.17872002200602,7.344439320755915,492.54585504043064,"(139, 98, 141)"
2025-01-02 23:00:00,31.564507699318415,72.40647304576055,3.8435503852413486,423.23664299988354,"(21, 50, 150)"
2025-01-02 23:30:00,27.40693394546586,63.656582800108424,0.2519341395922936,446.8932228096098,"(175, 198, 103)"
2025-01-03 00:00:00,27.840992440729913,65.43448048604041,8.389973277180108,424.6329001776269,"(177, 88, 140)"
2025-01-03 00:30:00,26.413115275378246,80.43353561894949,0.11417983454073632,307.20151345346665,"(212, 232, 137)"
2025-01-03 01:00:00,20.381286901161427,65.44315043086881,7.0369977962905095,400.6114818652387,"(244, 182, 250)"
2025-01-03 01:30:00,21.618371404899566,75.7549015100118,9.70257109726057,353.12467661918697,"(8, 78, 51)"
2025-01-03 02:00:00,20.471437785301013,81.27138785167298,4.376613281482035,329.5272567304106,"(129, 152, 12)"
2025-01-03 02:30:00,29.546156168956706,63.206307692842316,2.349734049959528,587.0161301668049,"(225, 50, 185)"
2025-01-03 03:00:00,24.7153397161449,77.01936658886711,7.0487101004338175,479.8079175126497,"(33, 34, 229)"
2025-01-03 03:30:00,27.62856036747054,67.69688351104091,8.171281420155852,518.5968852709808,"(130, 254, 233)"
2025-01-03 04:00:00,33.613497108891394,88.8878062571274,5.464303160778473,394.60912297983526,"(119, 186, 69)"
2025-01-03 04:30:00,23.739383437233123,74.50636940159774,9.670352752561461,417.94413884820455,"(246, 175, 191)"
2025-01-03 05:00:00,26.155743845534445,84.17977649325474,0.516687216579611,371.07719816901704,"(240, 146, 66)"
2025-01-03 05:30:00,31.33326707814573,76.50679626468785,5.047955983045282,329.08970128962744,"(209, 102, 72)"
2025-01-03 06:00:00,23.431972482374338,61.302375985644574,7.184539473225501,353.70949123247516,"(115, 203, 132)"
2025-01-03 06:30:00,21.154698647431896,78.99454126782067,8.626404711491789,539.2542135889457,"(66, 138, 120)"
2025-01-03 07:00:00,24.34627179370652,88.54210026619971,1.7925561190779005,503.26374155513275,"(93, 195, 196)"
2025-01-03 07:30:00,22.418319308810066,78.04835460438994,8.000034817636815,464.0786627956431,"(128, 90, 91)"
2025-01-03 08:00:00,33.9454647851386,84.57566578280371,5.527070757185452,442.5269618600304,"(62, 28, 209)"
